Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Make,Model,Number_of_Engines,Engine_Type,Purpose_of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status
20190725X80319,Accident,ERA19TA235,7/25/19,"Wakefield, VA",United States,36.981111,-77.003056,AKQ,Wakefield Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20190725X92749,Accident,ERA19LA238,7/25/19,"Cuthbert, GA",United States,31.605,-84.825,Unknown,Unknown,Non-Fatal,Substantial,Airplane,AERO COMMANDER,S2R,1,Turbo Prop,Aerial Application,0,0,0,1,Unknown,CRUISE,Preliminary
20190729X90946,Accident,CEN19LA243,7/25/19,"Viroqua, WI",United States,43.556944,-90.888611,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Culver,LCA,0,Reciprocating,Personal,0,0,1,0,VMC,CRUISE,Preliminary
20190725X72151,Accident,GAA19CA463,7/24/19,"Springfield, TN",United States,36.5325,-86.924167,M91,SPRINGFIELD ROBERTSON COUNTY,Non-Fatal,Substantial,Helicopter,Hughes,269A,1,Reciprocating,Personal,0,0,0,2,VMC,TAXI,Probable Cause
20190725X01606,Accident,GAA19CA454,7/24/19,"Deshler, NE",United States,40.167223,-97.714722,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,T188,1,Reciprocating,Aerial Application,0,0,0,1,VMC,MANEUVERING,Probable Cause
20190725X95527,Accident,GAA19CA453,7/24/19,"STANTON, TX",United States,32.201389,-101.688611,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Air Tractor,AT 502,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,MANEUVERING,Probable Cause
20190724X24816,Accident,GAA19CA452,7/24/19,"Welsh, LA",United States,30.202222,-92.775,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Air Tractor,AT 502,1,Turbo Prop,Aerial Application,0,0,1,0,VMC,MANEUVERING,Probable Cause
20190724X13531,Accident,ERA19FA234,7/24/19,"Americus, GA",United States,32.136111,-84.194444,ACJ,Jimmy Carter Rgnl,Fatal,Destroyed,Airplane,Cirrus,SR22,0,Reciprocating,Personal,2,0,0,0,IMC,TAKEOFF,Preliminary
20190724X41953,Accident,CEN19LA244,7/24/19,"Walls, MS",United States,34.9575,-90.151667,PVT,Private strip,Non-Fatal,Substantial,Airplane,Air Tractor,AT 602,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,TAKEOFF,Factual
20190724X83313,Accident,CEN19FA236,7/24/19,"Chadron, NE",United States,42.850278,-103.085,CDR,Chadron Muni,Fatal,Substantial,Airplane,Beech,95B55,2,Reciprocating,Personal,3,0,0,0,VMC,APPROACH,Preliminary
20190727X50530,Accident,CEN19CA237,7/24/19,"Oshkosh, WI",United States,43.991389,-88.56,OSH,Wittman Rgnl,Non-Fatal,Substantial,Airplane,North American,AT 6F,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190726X75842,Accident,ANC19LA040,7/23/19,"Farewell, AK",United States,62.4775,-153.519723,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Preliminary
20190723X91454,Accident,WPR19LA198,7/22/19,"Madras, OR",United States,44.670278,-121.155278,S33,Madras Municipal,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,2,1,Unknown,APPROACH,Preliminary
20190723X90829,Accident,GAA19CA448,7/22/19,"Van Nuys, CA",United States,34.209722,-118.49,VNY,Van Nuys,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Aerial Observation,0,0,0,1,VMC,LANDING,Probable Cause
20190722X90218,Accident,CEN19LA233,7/22/19,"Kingston, OK",United States,33.999166,-96.641944,F31,Lake Texoma State Park,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,3,VMC,TAKEOFF,Factual
20190722X23001,Accident,ANC19LA039,7/22/19,"Boise, ID",United States,43.561111,-116.218334,BOI,Boise Air Terminal/Gowen Field,Non-Fatal,Substantial,Airplane,Cessna,402,2,Reciprocating,Business,0,0,0,3,VMC,LANDING,Preliminary
20190722X15452,Accident,WPR19LA202,7/21/19,"Port Townsend, WA",United States,48.051667,-122.801389,0S9,Jefferson County Intl,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,2,1,VMC,LANDING,Preliminary
20190724X23036,Accident,GAA19CA451,7/21/19,"St. Louis, MO",United States,38.75,-90.374723,STL,ST LOUIS LAMBERT INTL,Non-Fatal,Substantial,Airplane,Cessna,402,2,Reciprocating,Unknown,0,0,0,9,VMC,APPROACH,Probable Cause
20190722X83356,Accident,CEN19LA232,7/21/19,"Fredericksburg, TX",United States,30.335833,-98.839444,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Personal,0,0,0,2,VMC,Unknown,Factual
20190722X93824,Accident,CEN19LA231,7/21/19,"Breckenridge, MI",United States,43.484166,-84.484444,PVT,Private,Non-Fatal,Substantial,Airplane,Ayres,S2R,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,TAKEOFF,Preliminary
20190721X44924,Accident,CEN19LA230,7/21/19,"Ida Grove, IA",United States,42.340833,-95.538055,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Aerial Application,0,0,1,0,VMC,MANEUVERING,Preliminary
20190721X51301,Accident,CEN19LA229,7/21/19,"Houston, MO",United States,37.333334,-91.966667,M48,Houston Memorial Airport,Non-Fatal,Substantial,Airplane,Cessna,305A,0,Unknown,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20190721X40249,Accident,WPR19LA201,7/20/19,"King City, CA",United States,36.228334,-121.121389,KKIC,Mesa Del Rey,Non-Fatal,Substantial,Airplane,Cessna,R182,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Preliminary
20190720X80210,Accident,WPR19CA197,7/20/19,"Yellow Pine, ID",United States,44.883889,-115.7075,I92,Reed Ranch,Non-Fatal,Substantial,Airplane,Avid,AVID MAGNUM,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20190721X74952,Accident,GAA19CA446,7/20/19,"Tracy, CA",United States,37.673056,-121.438055,TCY,Tracy Muni,Non-Fatal,Substantial,Airplane,Evektor Aerotechnik,SPORTSTAR,1,Reciprocating,Personal,0,0,0,1,VMC,CRUISE,Probable Cause
20190720X64224,Accident,GAA19CA443,7/20/19,"Jefferson City, MO",United States,38.591111,-92.156111,JEF,Jefferson City Memorial,Non-Fatal,Substantial,Airplane,VALLDEJULI JOHN A,AEROCOMP,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190720X61321,Accident,CEN19CA227,7/20/19,"Oshkosh, WI",United States,43.984444,-88.556667,OSH,Wittman Regional Airport,Non-Fatal,Substantial,Airplane,Vans,RV-8,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20190721X24746,Accident,ANC19TA037,7/20/19,"Skwentna, AK",United States,61.687777,-151.400833,1AK8,TALAHEIM,Non-Fatal,Substantial,Airplane,Piper,PA19,0,Reciprocating,Personal,0,1,0,1,VMC,LANDING,Preliminary
20190719X23022,Accident,WPR19TA193,7/19/19,"Mesquite, NV",United States,36.8325,-114.057222,67L,Mesquite,Non-Fatal,Destroyed,Airplane,Cessna,550,2,Turbo Jet,Ferry,0,0,1,0,VMC,LANDING,Preliminary
20190721X34740,Accident,WPR19LA196,7/19/19,"The Dalles, OR",United States,45.619445,-121.168334,DLS,Columbia Gorge Rgnl/The Dalles,Non-Fatal,Destroyed,Airplane,Cessna,210 5(205),0,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20190720X75839,Accident,GAA19CA450,7/19/19,"Cove, OR",United States,45.354167,-117.633334,7OR0,Minam Lodge,Non-Fatal,Substantial,Airplane,ROCKWELL,112A,1,Reciprocating,Personal,0,0,0,4,VMC,TAKEOFF,Probable Cause
20190722X34241,Accident,GAA19CA445,7/19/19,"Phoenix, AZ",United States,33.688333,-112.0825,DVT,Phoenix Deer Valley,Non-Fatal,Substantial,Airplane,Cessna,170,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190719X64033,Accident,GAA19CA440,7/19/19,"Denver, CO",United States,39.578611,-104.851111,APA,CENTENNIAL,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Probable Cause
20190719X40236,Accident,ERA19TA233,7/19/19,"Sanford, FL",United States,28.777223,-81.235,SFB,Orlando Sanford Intl,Non-Fatal,Substantial,Airplane,Beech,95B55,0,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Preliminary
20190719X40133,Accident,ERA19LA232,7/19/19,"Ocean City, MD",United States,38.314444,-75.127778,OXB,Ocean City Muni,Non-Fatal,Substantial,Airplane,VANS,RV7,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20190719X55851,Accident,ERA19LA231,7/19/19,"Poughkeepsie, NY",United States,41.626667,-73.884166,POU,Dutchess County,Non-Fatal,Substantial,Airplane,Piper,PA46,1,Reciprocating,Personal,0,3,1,0,VMC,CRUISE,Preliminary
20190721X02950,Accident,ANC19FA035,7/19/19,"Homer, AK",United States,59.469167,-151.489166,Unknown,Unknown,Fatal,Substantial,Airplane,De Havilland,BEAVER DHC 2 MK.1,0,Reciprocating,Unknown,1,1,4,1,VMC,TAKEOFF,Preliminary
20190719X33831,Accident,WPR19LA192,7/18/19,"Draper, UT",United States,40.526389,-111.831389,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Judd,Challenger II,0,Reciprocating,Personal,0,0,0,1,VMC,Unknown,Preliminary
20190718X21037,Accident,GAA19CA433,7/18/19,"Laramie, WY",United States,41.311944,-105.675,LAR,Laramie Rgnl,Non-Fatal,Substantial,Airplane,BRUMBAUGH DAVID R,DRB RAIDER,1,Reciprocating,Flight Test,0,0,0,1,VMC,LANDING,Probable Cause
20190718X15123,Accident,GAA19CA432,7/17/19,"Ennis, MT",United States,44.421667,-111.528611,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,Aviat,A1,1,Reciprocating,Unknown,0,0,2,0,VMC,MANEUVERING,Probable Cause
20190904X11028,Accident,ANC19LA049,7/17/19,"Talkeetna, AK",United States,62.967223,-150.748889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,A185,0,Reciprocating,Unknown,0,0,0,5,VMC,TAXI,Factual
20190718X95411,Accident,ANC19LA036,7/17/19,"Sequatchie, TN",United States,35.518611,-85.433611,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Stoddard Hamilton,GLASAIR II,0,Reciprocating,Personal,0,1,0,0,VMC,CRUISE,Preliminary
20190716X73305,Accident,WPR19LA189,7/16/19,"Aumsville, OR",United States,44.8875,-122.871945,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,Vans,RV14,0,Unknown,Personal,0,1,0,0,Unknown,Unknown,Preliminary
20190717X03502,Accident,GAA19CA428,7/16/19,"Council Bluff, IA",United States,41.234444,-95.746389,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Aerial Application,0,0,1,0,VMC,TAKEOFF,Probable Cause
20190716X74232,Accident,GAA19CA425,7/16/19,"Brownville, ME",United States,45.336111,-69.050833,ME03,Webber Jones,Non-Fatal,Substantial,Airplane,AEROS LTD,SKYRANGER,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190716X43124,Accident,GAA19CA424,7/16/19,"Grand Canyon, AZ",United States,35.946666,-112.153333,GCN,GRAND CANYON NATIONAL PARK,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,4,VMC,LANDING,Probable Cause
20190716X33934,Accident,GAA19CA423,7/16/19,"Salmon, ID",United States,44.968056,-114.732778,12ID,Flying B Ranch Landing Strip,Non-Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Instructional,0,0,0,3,VMC,LANDING,Probable Cause
20190716X81806,Accident,ERA19LA229,7/16/19,"Crescent, FL",United States,29.43,-81.604167,FD44,Eagles Nest Aerodrome,Non-Fatal,Substantial,Airplane,Progressive Aerodyne,SEAREY,1,Reciprocating,Personal,0,1,0,0,VMC,LANDING,Preliminary
20190716X55113,Accident,ERA19LA228,7/16/19,"Gainesboro, TN",United States,36.395833,-85.641389,1A7,Jackson County,Non-Fatal,Substantial,Airplane,PIETENPOL,BIG PIET,1,Reciprocating,Personal,0,0,0,1,VMC,Unknown,Preliminary
20190720X65807,Accident,CEN19LA226,7/16/19,"Detroit Lakes, MN",United States,46.833056,-95.893889,DTL,Detroit Lakes-Wething Field,Non-Fatal,Substantial,Airplane,CASHEN,Super Acro Sport,1,Reciprocating,Personal,0,0,1,0,VMC,APPROACH,Factual
20190717X83445,Accident,ANC19LA034,7/16/19,"Ocean City, MD",United States,38.338889,-75.061667,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172RG,1,Reciprocating,Aerial Observation,0,0,0,1,VMC,MANEUVERING,Factual
20190715X91456,Accident,WPR19FA188,7/15/19,"Hayward, CA",United States,37.655833,-122.123611,HWD,Hayward Executive,Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Instructional,1,1,0,0,VMC,MANEUVERING,Preliminary
20190807X92142,Accident,GAA19CA487,7/15/19,"Bison, SD",United States,45.518334,-102.467778,6V5,Bison Muni,Non-Fatal,Substantial,Airplane,Cessna,170,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190718X14334,Accident,GAA19CA437,7/15/19,"Bancroft, ID",United States,42.800556,-111.986944,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA36,0,Reciprocating,Aerial Application,0,0,1,0,VMC,MANEUVERING,Factual
20190716X24028,Accident,GAA19CA421,7/15/19,"Lompoc, CA",United States,34.665556,-120.4575,LPC,Lompoc,Non-Fatal,Substantial,Airplane,WILLIE BENNETT,Glastar,0,Reciprocating,Personal,0,0,1,0,VMC,APPROACH,Factual
20190715X52759,Accident,GAA19CA416,7/15/19,"York, SC",United States,35.029167,-81.2525,01SC,YORK,Non-Fatal,Substantial,Airplane,Thomas Wild,AVID,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190715X31535,Accident,WPR19LA190,7/14/19,"Cascade, ID",United States,44.536666,-115.350833,ID74,Sulphur Creek Ranch,Non-Fatal,Substantial,Airplane,Cessna,P206,1,Reciprocating,Personal,0,0,0,3,VMC,TAKEOFF,Preliminary
20190722X74031,Accident,GAA19CA447,7/14/19,"Sparks, NV",United States,39.868056,-119.710278,NV23,AIR SAILING,Non-Fatal,Substantial,Glider,Biuro Projektowe B Bogumil Ber,SZD-56-2,0,Unknown,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20190714X02647,Accident,GAA19CA412,7/14/19,"Elkton, FL",United States,29.901111,-81.3125,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,2,VMC,Unknown,Probable Cause
20190715X33753,Accident,GAA19CA411,7/14/19,"San Diego, CA",United States,32.815833,-117.139444,MYF,Montgomery-Gibbs Executive,Non-Fatal,Substantial,Airplane,Piper,J3C,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20190714X02348,Accident,ERA19LA227,7/14/19,"Hastings, FL",United States,29.693333,-81.506944,13FA,EARLE AIRPARK,Non-Fatal,Substantial,Airplane,Piper,PA22,1,Reciprocating,Personal,0,2,0,0,VMC,TAKEOFF,Preliminary
20190715X23000,Accident,CEN19LA225,7/14/19,"Knox, IN",United States,41.294166,-86.6225,IG05,Wheeler,Non-Fatal,Substantial,Airplane,Cessna,T188,1,Reciprocating,Instructional,0,1,0,0,VMC,MANEUVERING,Factual
20190715X05519,Accident,CEN19LA224,7/14/19,"Osceola, WI",United States,45.31,-92.69,OEO,L O Simenstad Muni,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20190714X00745,Accident,WPR19LA194,7/13/19,"Mosby, MT",United States,47.040833,-107.660556,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,BELL,47G 3B 1,0,Turbo Shaft,Aerial Observation,0,2,1,0,VMC,LANDING,Preliminary
20190715X02154,Accident,GAA19CA409,7/13/19,"Denver, CO",United States,39.905,-105.114167,BJC,ROCKY MOUNTAIN METROPOLITAN,Non-Fatal,Substantial,Airplane,Diamond,DA 40,1,Reciprocating,Instructional,0,0,0,2,VMC,GO-AROUND,Probable Cause
20190713X65021,Accident,ERA19LA226,7/13/19,"Summit, SC",United States,33.935833,-81.430834,24SC,The Farm Airport,Non-Fatal,Substantial,Airplane,Cessna,120,1,Unknown,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20190713X95619,Accident,ERA19LA224,7/13/19,"Carlisle, PA",United States,40.187777,-77.169445,N94,Carlisle,Non-Fatal,Substantial,Airplane,Zenith,CH601,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20190713X01105,Accident,ERA19FA225,7/13/19,"Oliver Springs, TN",United States,36.040555,-84.306111,TN08,Oliver Springs Inc,Fatal,Substantial,Airplane,QUICKSILVER,MXII,1,Reciprocating,Personal,1,0,0,0,VMC,TAKEOFF,Preliminary
20190715X00050,Accident,CEN19LA222,7/13/19,"Clinton, AR",United States,35.599166,-92.456667,CCA,Clinton Muni,Non-Fatal,Substantial,Airplane,Stinson,108,1,Reciprocating,Personal,0,2,1,0,VMC,TAKEOFF,Preliminary
20190713X34059,Accident,CEN19FA221,7/13/19,"Katy, TX",United States,29.775,-95.721945,Unknown,Unknown,Fatal,Destroyed,Airplane,Cessna,172,1,Reciprocating,Personal,1,0,0,0,VMC,Unknown,Preliminary
20190713X90722,Accident,GAA19CA467,7/12/19,"Orlando, FL",United States,28.546111,-81.332223,ORL,EXECUTIVE,Non-Fatal,Substantial,Airplane,Cessna,525,2,Turbo Fan,Personal,0,0,0,3,VMC,APPROACH,Probable Cause
20190712X54743,Accident,GAA19CA408,7/12/19,"Hamilton, MT",United States,46.251389,-114.125556,6S5,Ravalli County,Non-Fatal,Substantial,Airplane,Piper,PA 20,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Probable Cause
20190711X63231,Accident,GAA19CA406,7/11/19,"Lincoln, MO",United States,38.400556,-93.3325,0R2,LINCOLN MUNI,Non-Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Personal,0,0,0,4,VMC,LANDING,Probable Cause
20190711X41957,Accident,GAA19CA402,7/11/19,"Talkeetna, AK",United States,62.319445,-150.113333,AK44,TALKEETNA VILLAGE STRIP,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190712X24035,Accident,CEN19LA220,7/11/19,"Wheeling, IL",United States,42.134722,-87.891666,PWK,Chicago Executive Airport,Non-Fatal,Substantial,Airplane,Icon,A-5,1,Reciprocating,Personal,0,0,0,1,VMC,APPROACH,Preliminary
20190711X60234,Accident,CEN19FA218,7/11/19,"Hawley, MN",United States,46,-96,04Y,Hawley Municipal,Fatal,Destroyed,Gyroplane,GIbb,AR-1,1,Reciprocating,Personal,1,0,0,0,VMC,MANEUVERING,Factual
20190711X23056,Accident,ANC19FA033,7/11/19,"Ketchikan, AK",United States,55.299166,-131.6325,KTN,Ketchikan Intl,Fatal,Substantial,Airplane,Piper,PA 24-180,1,Reciprocating,Personal,1,0,0,0,UNK,APPROACH,Preliminary
20190710X24338,Accident,GAA19CA466,7/10/19,"Palatka, FL",United States,29.658333,-81.689444,28J,Palatka Muni - Lt Kay Larkin F,Non-Fatal,Substantial,Airplane,Diamond,DA 42 NG,2,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Probable Cause
20190711X52011,Accident,GAA19CA404,7/10/19,"Saipan, MP",United States,15.123889,145.731389,PGSN,Saipan International Airport,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Aerial Observation,0,0,0,3,VMC,TAXI,Probable Cause
20190711X74140,Accident,GAA19CA401,7/10/19,"Vineyard Haven, MA",United States,41.393333,-70.613889,MVY,Martha's Vineyard,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,2,IMC,APPROACH,Probable Cause
20190711X21021,Accident,GAA19CA398,7/10/19,"Petersburg, VA",United States,37.186944,-77.503333,PTB,DINWIDDIE COUNTY,Non-Fatal,Substantial,Airplane,Cessna,R182,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190710X85327,Accident,CEN19LA217,7/10/19,"Ypsilanti, MI",United States,42.239166,-83.5325,YIP,Willow Run,Non-Fatal,Substantial,Airplane,Piper,PA34,2,Reciprocating,Unknown,0,0,2,0,VMC,Unknown,Probable Cause
20190719X51348,Accident,GAA19CA438,7/9/19,"Columbia Station, OH",United States,41.318611,-81.960556,4G8,Columbia,Non-Fatal,Substantial,Airplane,Beech,19,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Probable Cause
20190717X91032,Accident,GAA19CA430,7/9/19,"Wasilla, AK",United States,61.616945,-149.321667,0AK1,Anderson Lake,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Personal,0,0,0,4,UNK,LANDING,Probable Cause
20190709X93826,Accident,ERA19LA221,7/9/19,"MONROE, GA",United States,33.7825,-83.692777,D73,Monroe-Walton County,Fatal,Substantial,Airplane,HI-MAX,HI-MAX,0,Reciprocating,Personal,1,0,0,0,VMC,APPROACH,Preliminary
20190709X23744,Accident,CEN19LA215,7/9/19,"Sidney, NE",United States,41.101389,-102.985277,KSNY,Sidney Municipal,Non-Fatal,Substantial,Airplane,Beech,65,2,Reciprocating,Positioning,0,0,0,1,VMC,TAKEOFF,Factual
20190708X44358,Accident,ERA19TA213,7/8/19,"Franklin, KY",United States,36.681111,-86.631111,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,CONTINENTAL COPTERS INC,TOMCAT MK6C,1,Reciprocating,Aerial Application,0,0,1,0,VMC,MANEUVERING,Factual
20190709X43210,Accident,CEN19LA245,7/8/19,"Watter Valley, TX",United States,31.835,-100.686666,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R22,1,Reciprocating,Aerial Observation,0,0,0,2,VMC,CRUISE,Preliminary
20190708X75633,Accident,CEN19LA216,7/8/19,"Kaneville, IL",United States,41.868611,-88.579723,ARR,Aurora Muni,Non-Fatal,Substantial,Airplane,Rutan,VARIEZE,1,Reciprocating,Personal,0,0,1,0,VMC,DESCENT,Factual
20190709X25154,Accident,ANC19LA032,7/8/19,"Newport, OR",United States,44.580278,-124.058056,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,1,2,0,VMC,Unknown,Factual
20190708X12801,Accident,ANC19LA031,7/8/19,"Bethel, AK",United States,60.776667,-161.838611,BET,Bethel,Non-Fatal,Destroyed,Airplane,Cessna,208,1,Turbo Prop,Unknown,0,0,6,0,VMC,GO-AROUND,Preliminary
20190707X23209,Accident,GAA19CA392,7/7/19,"Westfield, IN",United States,40.048889,-86.157778,I72,Westfield,Non-Fatal,Substantial,Weight-Shift,NORTH WING UUM INC,SCOUT,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190707X01535,Accident,ERA19TA223,7/7/19,"Okeechobee, FL",United States,27.266667,-80.850278,OBE,Okeechobee County Airport,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20190706X10535,Accident,GAA19CA396,7/6/19,"Anacortes, WA",United States,48.498611,-122.6625,74S,Anacortes,Non-Fatal,Substantial,Airplane,DONALD BERNARD HIGGS,PIETENPOL,1,Reciprocating,Flight Test,0,0,0,1,VMC,LANDING,Probable Cause
20190706X74138,Accident,GAA19CA389,7/6/19,"Paris, TX",United States,33.641389,-95.454444,PRX,COX FIELD,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Instructional,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190708X21221,Accident,GAA19CA387,7/6/19,"Seldovia, AK",United States,59.443889,-151.705,SOV,Seldovia,Non-Fatal,Substantial,Airplane,Piper,PA32,1,Reciprocating,Personal,0,0,0,5,VMC,TAKEOFF,Factual
20190707X11324,Accident,CEN19LA214,7/6/19,"Bay City, MI",United States,43.5475,-83.895,3CM,James Clements Muni,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Banner Tow,0,1,0,0,VMC,MANEUVERING,Preliminary
20190706X70756,Accident,CEN19FA212,7/6/19,"Oxford, MS",United States,34.387777,-89.530556,UOX,University-Oxford,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,1,0,0,0,VMC,GO-AROUND,Preliminary
20190706X51649,Accident,CEN19FA211,7/6/19,"Brandon, MS",United States,32.4275,-89.940277,Unknown,Unknown,Fatal,Substantial,Glider,Grob,G103,0,Unknown,Personal,1,0,0,0,VMC,LANDING,Preliminary
20190708X22643,Accident,GAA19CA388,7/5/19,"Talkeetna, AK",United States,62.63,-149.83,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190706X03014,Accident,CEN19FA210,7/5/19,"Chebanse, IL",United States,40.991944,-87.835555,IKK,Greater Kankakee,Fatal,Substantial,Airplane,Beech,A36,1,Reciprocating,Personal,1,1,1,0,VMC,Unknown,Preliminary
20190704X25720,Accident,GAA19CA431,7/4/19,"Tavernier, FL",United States,25.005,-80.532223,FA81,TAVERNAERO PARK,Non-Fatal,Substantial,Airplane,DIAMOND,DA40,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190708X83300,Accident,GAA19CA394,7/4/19,"Casper, WY",United States,42.896111,-106.471389,CPR,CASPER/NATRONA COUNTY INTL,Non-Fatal,Substantial,Airplane,Merit Aviation Llc,CCX-2000,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190704X63244,Accident,CEN19TA205,7/4/19,"Vaiden, MS",United States,33.301944,-89.814444,3MS5,MITCHELL'S,Non-Fatal,Substantial,Airplane,Beech,23,1,Reciprocating,Personal,0,2,2,0,VMC,GO-AROUND,Factual
20190704X30312,Accident,CEN19LA207,7/4/19,"Houston, TX",United States,29.645833,-95.276945,HOU,Houston Hobby,Non-Fatal,Substantial,Helicopter,Md Helicopter,369,1,Unknown,Public Aircraft - Local,0,0,1,1,VMC,LANDING,Preliminary
20190704X63124,Accident,CEN19LA206,7/4/19,"Reeves, LA",United States,30.520834,-93.0475,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,140,1,Reciprocating,Personal,0,0,1,0,VMC,Unknown,Factual
20190709X25759,Accident,WPR19LA185,7/3/19,"Waikoloa Village, HI",United States,19.911111,-155.8125,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,TU206,0,Reciprocating,Aerial Observation,0,0,0,2,VMC,LANDING,Preliminary
20190703X95103,Accident,GAA19CA407,7/3/19,"Montville, ME",United States,44.438611,-69.266667,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,1,VMC,MANEUVERING,Probable Cause
