Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Make,Model,Number_of_Engines,Engine_Type,Purpose_of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status
20200509X11853,Accident,CEN20LA173,5/9/20,"Haskell, OK",United States,35.864167,-95.655556,2K9,HASKELL,Non-Fatal,Substantial,Airplane,Titan,TITAN TORNADO S,0,Unknown,Personal,0,1,0,0,VMC,DESCENT,Preliminary
20200508X55730,Accident,CEN20CA176,5/8/20,"San Antonio, TX",United States,29.723334,-98.694444,5C1,Unknown,Unavailable,Substantial,Airplane,North American,SNJ,0,Unknown,Personal,0,0,0,0,Unknown,Unknown,Preliminary
20200507X60215,Accident,CEN20CA174,5/6/20,"Gonazales, TX",United States,29.529167,-97.464167,T20,Roger M Dreyer Memorial,Non-Fatal,Substantial,Airplane,CESSNA,T240,1,Unknown,Personal,0,0,0,2,VMC,Unknown,Preliminary
20200509X85739,Accident,ERA20CA175,5/3/20,"Shirley, NY",United States,40.828056,-72.865556,HWV,BROOKHAVEN,Non-Fatal,Substantial,Airplane,Waco,QCF,1,Unknown,Personal,0,0,0,1,VMC,Unknown,Preliminary
20200504X54503,Incident,ENG20IA031,5/3/20,"Clewiston, FL",United States,26.735,-81.051111,Unknown,Unknown,Incident,Unknown,Helicopter,AIRBUS HELICOPTERS,AS350,1,Turbo Shaft,Personal,0,0,0,1,Unknown,Unknown,Preliminary
20200502X81549,Accident,CEN20LA168,5/2/20,"PALMYRA, IL",United States,39.408889,-89.990277,5K1,Zelmer Memorial Airpark Inc,Fatal,Destroyed,Airplane,Yakovlev,YAK 52,1,Reciprocating,Personal,1,0,0,0,VMC,MANEUVERING,Preliminary
20200502X73540,Accident,CEN20LA167,5/2/20,"HOUSTON, TX",United States,29.947222,-95.395833,Unknown,Unknown,Fatal,Substantial,Helicopter,MD HELICOPTER,369,1,Turbo Shaft,Public Aircraft - Local,1,1,0,0,VMC,UNKNOWN,Preliminary
20200430X12813,Accident,CEN20CA164,4/30/20,"ANOKA, MN",United States,45.295555,-93.173611,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,A185,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20200507X54716,Accident,ANC20CA045,4/30/20,"Anchorage, AK",United States,61.215833,-149.841944,MRI,MERRILL FIELD,Non-Fatal,Substantial,Airplane,GRUMMAN,G44,2,Unknown,Personal,0,0,0,3,VMC,Unknown,Preliminary
20200429X05114,Accident,WPR20LA133,4/28/20,"Lodi, CA",United States,38.196111,-121.248889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,177,1,Reciprocating,Personal,0,0,1,0,VMC,CRUISE,Preliminary
20200428X34430,Accident,CEN20LA162,4/28/20,"New Braunfels, TX",United States,29.867778,-98.275834,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,210,1,Reciprocating,Personal,0,0,1,1,IMC,CRUISE,Preliminary
20200427X25753,Accident,WPR20LA132,4/27/20,"Upland, CA",United States,34.111667,-117.6875,CCB,Cable,Non-Fatal,Substantial,Airplane,COOK,SONEX,0,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20200428X65122,Accident,ERA20LA164,4/27/20,"Meridianville, AL",United States,34.845833,-86.557778,MDQ,Huntsville Executive Tom Sharp,Non-Fatal,Substantial,Airplane,Piper,PA32RT,1,Reciprocating,Personal,0,0,0,1,VMC,APPROACH,Preliminary
20200430X54513,Accident,CEN20CA163,4/27/20,"Longmont, CO",United States,40.163611,-105.162222,LMO,VANCE BRAND,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200426X32853,Accident,CEN20CA161,4/26/20,"Colorado Springs, CO",United States,38.864444,-104.768611,FLY,Meadow Lake,Non-Fatal,Substantial,Airplane,Piper,PA 20,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Factual
20200425X65834,Accident,WPR20CA134,4/25/20,"Bountiful, UT",United States,40.863889,-111.9275,BTF,SKYPARK,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20200427X62554,Accident,ERA20LA163,4/25/20,"East Hampton, NY",United States,40.959444,-72.251667,HTO,EAST HAMPTON,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Personal,0,0,0,3,VMC,APPROACH,Preliminary
20200427X63502,Accident,ERA20LA160,4/25/20,"Pylesville, MD",United States,39.697222,-76.392777,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Hughes,369,1,Turbo Shaft,External Load,0,0,0,1,VMC,MANEUVERING,Preliminary
20200427X62351,Accident,ERA20CA159,4/25/20,"Enosburg, VT",United States,44.923056,-72.753889,PVT,Enosburg Air Field,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200427X70009,Accident,ERA20LA162,4/24/20,"Fort Lauderdale, FL",United States,26.197222,-80.170834,FXE,Fort Lauderdale Executive,Non-Fatal,Substantial,Airplane,IAI,1125,2,Turbo Fan,Personal,0,0,0,3,VMC,TAKEOFF,Preliminary
20200427X65715,Accident,ERA20LA161,4/24/20,"Coden, AL",United States,30.376945,-88.1575,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Keuthan Aircraft Corp,Buccaneer II,1,Reciprocating,Personal,0,0,0,1,VMC,Unknown,Preliminary
20200424X73852,Accident,CEN20LA160,4/23/20,"Craig, CO",United States,40.951944,-108.340277,Unknown,Unknown,Fatal,Destroyed,Airplane,Piper,PA60,2,Unknown,Personal,1,0,0,0,Unknown,UNKNOWN,Preliminary
20200423X85021,Accident,ERA20CA158,4/22/20,"Athens, GA",United States,33.948611,-83.325834,AHN,Athens/Ben Epps,Unavailable,Substantial,Airplane,AMERICAN LEGEND,AL3,0,Unknown,Personal,0,0,0,0,Unknown,Unknown,Preliminary
20200423X91852,Accident,CEN20CA154,4/22/20,"Ft Worth, TX",United States,32.931111,-97.411667,T67,Hicks Airfield,Non-Fatal,Substantial,Airplane,Cessna,172,1,Unknown,Instructional,0,0,0,1,VMC,Unknown,Preliminary
20200421X64410,Accident,ERA20CA155,4/21/20,"Bloomingdale, GA",United States,32.160833,-81.400278,GA35,Cypress Lakes,Non-Fatal,Substantial,Airplane,Grumman,AA5,1,Unknown,Personal,0,1,0,0,Unknown,Unknown,Preliminary
20200421X81851,Accident,CEN20CA158,4/21/20,"El Campo, TX",United States,29.162778,-96.226667,8TE8,Unknown,Non-Fatal,Substantial,Airplane,Air Tractor,AT 602,1,Unknown,Aerial Application,0,0,0,1,VMC,Unknown,Preliminary
20200422X14853,Accident,CEN20CA153,4/21/20,"Mamou, LA",United States,30.589444,-92.427778,Unknown,Deculus Satellite Airstrip,Non-Fatal,Substantial,Airplane,Air Tractor,AT 602,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,TAKEOFF,Factual
20200420X64116,Accident,WPR20LA128,4/20/20,"Billings, MT",United States,45.816945,-108.589166,BIL,BILLINGS LOGAN INTL,Fatal,Destroyed,Airplane,Piper,PA31T,0,Turbo Prop,Personal,1,0,0,0,VMC,TAKEOFF,Preliminary
20200420X14437,Accident,WPR20CA127,4/20/20,"Oakdale, CA",United States,37.756389,-120.795555,O27,Oakdale,Non-Fatal,Substantial,Airplane,FLIGHTstar,2,0,Unknown,Personal,0,0,0,1,VMC,Unknown,Preliminary
20200421X70447,Accident,ERA20CA156,4/20/20,"Hamburg, NY",United States,42.700833,-78.914722,4G2,Hamburg Inc,Non-Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200420X90222,Accident,ERA20CA153,4/19/20,"Merritt Island, FL",United States,28.341666,-80.685555,COI,Merritt Island,Non-Fatal,Substantial,Airplane,LANCAIR,SUPER ES,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200420X92155,Accident,CEN20LA150,4/19/20,"Bowie, TX",United States,33.516667,-97.773056,Pvt,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA 18,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Preliminary
20200418X62255,Accident,WPR20LA123,4/18/20,"Auburn, CA",United States,38.954722,-121.081667,Unknown,Unknown,Fatal,Destroyed,Airplane,Cessna,TU206,0,Unknown,Personal,1,1,0,0,Unknown,TAKEOFF,Preliminary
20200420X94606,Accident,CEN20CA151,4/18/20,"Hudson, CO",United States,40.102778,-104.701111,18V,PLATTE VALLEY AIRPARK,Non-Fatal,Substantial,Airplane,Eagle,EAGLE DW 1,1,Reciprocating,Banner Tow,0,0,0,1,VMC,LANDING,Factual
20200505X81213,Accident,ANC20CA044,4/18/20,"Buckland, AK",United States,65.907778,-161.926389,AK75,Candle 2,Non-Fatal,Unknown,Airplane,Piper,PA31,0,Unknown,Personal,0,0,0,1,VMC,Unknown,Preliminary
20200420X95230,Accident,ERA20CA152,4/17/20,"Ahoskie, NC",United States,36.2975,-77.170834,ASJ,Tri-County Airport,Non-Fatal,Substantial,Airplane,HOLMGREN,Bearhawk,1,Reciprocating,Personal,0,0,0,3,VMC,LANDING,Factual
20200416X15425,Accident,WPR20CA124,4/16/20,"Marion, MT",United States,48.073889,-114.677778,97MT,CABIN CREEK LANDING,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200420X14025,Accident,CEN20CA152,4/16/20,"Enid, OK",United States,36.364722,-97.667778,1OK,Fairmont Field,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,3,VMC,APPROACH,Factual
20200417X12227,Accident,CEN20LA149,4/13/20,"Kirksville, MO",United States,40.088055,-92.544444,IRK,Kirksville Rgnl,Non-Fatal,Substantial,Airplane,Cessna,402,2,Reciprocating,Unknown,0,0,0,1,VMC,TAKEOFF,Preliminary
20200413X13054,Accident,ANC20LA043,4/11/20,"Eagle River, AK",United States,61.351944,-149.548889,D72,D&C FIRE LAKE FLYING CLUB,Non-Fatal,Substantial,Airplane,Cessna,A185,1,Unknown,Personal,0,2,2,0,VMC,MANEUVERING,Preliminary
20200413X90048,Accident,WPR20LA121,4/10/20,"Angostura, NM",United States,36.070834,-105.558889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA-32RT-300T,0,Reciprocating,Personal,0,0,1,0,VMC,Unknown,Preliminary
20200410X12023,Accident,ERA20CA151,4/10/20,"Townsend, TN",United States,35.570834,-83.585,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Pipistrel,SINUS,1,Reciprocating,Personal,0,0,0,1,VMC,MANEUVERING,Factual
20200411X15400,Accident,CEN20LA145,4/10/20,"Sidney, IA",United States,40.826111,-95.670278,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Beech,35,1,Reciprocating,Personal,0,0,0,2,VMC,Unknown,Preliminary
20200413X03920,Accident,CEN20CA146,4/10/20,"Forth Worth, TX",United States,32.815556,-97.543055,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Pitts,S2,1,Reciprocating,Personal,0,0,2,0,VMC,CRUISE,Factual
20200410X50413,Accident,ANC20CA042,4/10/20,"Homer, AK",United States,59.645555,-151.476389,HOM,HOMER,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200410X81131,Accident,ERA20LA150,4/9/20,"Mount Pleasant, SC",United States,32.885,-79.775834,LRO,Mt Pleasant Rgnl-Faison Field,Fatal,Destroyed,Airplane,Arion Aircraft LLC,Lightning LS-1,1,Reciprocating,Instructional,2,0,0,0,VMC,TAKEOFF,Preliminary
20200409X75658,Accident,ERA20LA149,4/9/20,"Marathon, FL",United States,24.719445,-81.058611,MTH,The Florida Keys Marathon Intl,Fatal,Destroyed,Airplane,Pipistrel Italia SRL,Sinus 912 LSA,1,Reciprocating,Personal,1,0,0,0,Unknown,TAKEOFF,Preliminary
20200408X72656,Accident,ERA20LA145,4/7/20,"Groveland, FL",United States,28.411389,-81.835277,6FL0,Seminole Lake,Fatal,Substantial,Glider,Schempp Hirth,STANDARD CIRRUS,0,Unknown,Personal,1,0,0,0,VMC,MANEUVERING,Preliminary
20200408X83126,Accident,ANC20CA041,4/7/20,"Chickaloon, AK",United States,61.539722,-147.134444,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA 18A,1,Reciprocating,Personal,0,0,0,2,VMC,GO-AROUND,Factual
20200407X92127,Accident,WPR20LA119,4/6/20,"Hillsboro, OR",United States,45.542222,-122.950833,HIO,PORTLAND-HILLSBORO,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20200407X53436,Accident,CEN20CA144,4/6/20,"Seymour, TX",United States,33.646666,-99.259444,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R22,1,Reciprocating,Other Work Use,0,0,0,1,VMC,MANEUVERING,Factual
20200406X20238,Accident,WPR20LA117,4/4/20,"Santa Paula, CA",United States,34.346666,-119.060833,SZP,Santa Paula,Non-Fatal,Substantial,Airplane,Cessna,177RG,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20200406X44929,Accident,ERA20CA144,4/4/20,"Hickory, NC",United States,35.798611,-81.299722,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Lake,LA4,1,Unknown,Personal,0,0,0,2,VMC,Unknown,Preliminary
20200406X31200,Accident,CEN20CA139,4/4/20,"Hillrose, CO",United States,40.320556,-103.523889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,RANS S-12,Airaile,0,Reciprocating,Personal,0,2,0,0,VMC,MANEUVERING,Factual
20200406X24210,Accident,CEN20CA138,4/2/20,"Hessel, MI",United States,46.035555,-84.417778,5Y1,Albert J Lindberg,Non-Fatal,Substantial,Airplane,Champion,AERONCA 7FC,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200401X50400,Accident,ERA20CA146,4/1/20,"Hollywood, FL",United States,26.001111,-80.240833,HWO,North Perry,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,3,VMC,GO-AROUND,Factual
20200401X12025,Accident,ERA20CA143,4/1/20,"Palm Coast, FL",United States,29.465278,-81.207778,FIN,Flagler Executive,Non-Fatal,Substantial,Airplane,Diamond,DA42,2,Reciprocating,Instructional,0,0,0,2,VMC,GO-AROUND,Factual
20200406X44555,Accident,CEN20LA140,4/1/20,"Sequin, TX",United States,29.5025,-97.995555,0TX6,Elm Creek Airpark,Non-Fatal,Substantial,Airplane,Beech,35,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Preliminary
20200407X00001,Accident,WPR20CA120,3/31/20,"Palm Springs, CA",United States,33.748333,-116.274723,UDD,Bermuda Dunes,Non-Fatal,Substantial,Airplane,Piper,PA28R,1,Reciprocating,Personal,0,0,0,2,VMC,TAXI,Factual
20200406X15406,Accident,CEN20CA137,3/31/20,"Omaha, NE",United States,41.198611,-96.114722,MLE,Millard,Non-Fatal,Substantial,Airplane,PIPER,PA-28-235C,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Factual
20200430X31545,Accident,ERA20CA165,3/30/20,"New Symrna Beach, FL",United States,29.055556,-80.948889,EVB,New Smyrna Beach Muni,Unavailable,Substantial,Unknown,Cessna,172,1,Unknown,Instructional,0,0,0,0,Unknown,Unknown,Preliminary
20200330X14714,Accident,WPR20CA115,3/29/20,"Sedona, AZ",United States,34.848889,-111.788055,Unknown,Unknown,Unavailable,Unknown,Airplane,CESSNA,172,0,Unknown,Personal,0,0,0,0,Unknown,Unknown,Preliminary
20200329X81624,Accident,CEN20LA134,3/29/20,"Mesquite, TX",United States,32.761944,-96.515556,HQZ,Mesquite Metro,Fatal,Destroyed,Airplane,MUSE,P51D,1,Reciprocating,Personal,1,0,0,0,VMC,UNKNOWN,Preliminary
20200331X23804,Accident,WPR20LA116,3/28/20,"Hurricane, UT",United States,37.140277,-113.306111,1L8,General Dick Stout Field,Non-Fatal,Substantial,Airplane,TL Ultralight SRO,Stingsport,0,Unknown,Personal,0,0,0,2,Unknown,TAKEOFF,Preliminary
20200402X10205,Accident,ERA20CA142,3/27/20,"Stow, MA",United States,42.460556,-71.517778,6B6,Minute Man Air Field,Non-Fatal,Substantial,Airplane,Cirrus,SR20,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200331X54415,Accident,ANC20CA040,3/27/20,"Fairbanks, AK",United States,64.815,-147.856389,FAI,Fairbanks Intl,Non-Fatal,Substantial,Airplane,Piper,PA32,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200330X72901,Accident,ANC20CA039,3/27/20,"Wasilla, AK",United States,61.624167,-149.648611,9AK6,Leisurewood Airstrip,Non-Fatal,Substantial,Airplane,WAG-AERO,Sportsman 2+2,1,Reciprocating,Personal,0,0,0,3,VMC,TAKEOFF,Factual
20200326X92314,Accident,CEN20LA133,3/25/20,"McKinney, TX",United States,33.2025,-96.743611,T31,Aero Country,Non-Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Preliminary
20200326X82317,Accident,CEN20LA132,3/25/20,"Waxahachie, TX",United States,32.448055,-96.913889,JWY,Mid-Way Rgnl,Non-Fatal,Substantial,Airplane,Cessna,T210,1,Reciprocating,Personal,0,1,0,0,VMC,STANDING,Factual
20200324X34735,Accident,ERA20LA134,3/23/20,"Swansboro, NC",United States,34.416945,-77.034166,Unknown,Unknown,Fatal,Destroyed,Airplane,Maule,MT-7,1,Reciprocating,Personal,2,0,0,0,IMC,UNKNOWN,Preliminary
20200323X51009,Accident,CEN20LA131,3/22/20,"Lettsworth, LA",United States,30.938333,-91.793055,PVT,Private,Non-Fatal,Substantial,Airplane,BOWER,Challenger II,1,Reciprocating,Personal,0,1,0,0,VMC,GO-AROUND,Factual
20200322X60832,Accident,CEN20LA130,3/22/20,"Harrisville, MI",United States,44.666945,-83.321945,5Y0,Harrisville Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,177,1,Reciprocating,Personal,0,0,0,3,VMC,LANDING,Preliminary
20200323X74128,Accident,ANC20CA036,3/22/20,"Soldotna, AK",United States,60.475278,-151.0325,SXQ,SOLDOTNA,Non-Fatal,Substantial,Airplane,CESSNA,175,1,Reciprocating,Flight Test,0,0,0,1,VMC,LANDING,Factual
20200321X60941,Accident,WPR20CA113,3/21/20,"Puyallup, WA",United States,47.098611,-122.287777,PLU,Pierce County - Thun Field,Non-Fatal,Substantial,Airplane,Just,JA30 SUPERSTOL,1,Unknown,Personal,0,0,0,1,Unknown,Unknown,Preliminary
20200322X70700,Accident,ERA20LA132,3/21/20,"Charleston, SC",United States,32.708056,-80.015556,JZI,Charleston Executive,Fatal,Substantial,Airplane,Cessna,310,2,Reciprocating,Personal,1,0,0,0,VMC,Unknown,Preliminary
20200322X70803,Accident,ERA20CA135,3/21/20,"Philadelphia, PA",United States,40.083334,-75.001389,PNE,Northeast Philadelphia,Non-Fatal,Substantial,Helicopter,AugustaWestland,AW119MKII,1,Turbo Shaft,Flight Test,0,0,0,2,VMC,APPROACH,Factual
20200320X13611,Accident,CEN20CA129,3/20/20,"Canyon, TX",United States,35.04,-101.918889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200318X22054,Accident,WPR20LA111,3/18/20,"Eagle Creek, OR",United States,45.352778,-122.340833,OR65,Eagle Nest Ranch Airport,Non-Fatal,Destroyed,Airplane,Piper,PA 30,2,Reciprocating,Personal,0,1,0,0,VMC,TAKEOFF,Preliminary
20200319X90956,Accident,CEN20LA127,3/18/20,"Pleasant Prairie, OH",United States,39.294166,-84.107778,Unknown,Unknown,Fatal,Destroyed,Airplane,Piper,PA28R,0,Unknown,Personal,1,0,0,0,IMC,APPROACH,Preliminary
20200318X55425,Accident,CEN20CA128,3/18/20,"Denver, CO",United States,39.908889,-105.117223,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200317X65851,Accident,ERA20LA129,3/17/20,"Conway, SC",United States,33.897777,-78.950833,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cirrus,SR22,1,Unknown,Personal,0,0,0,1,IMC,DESCENT,Preliminary
20200317X62852,Accident,ERA20CA130,3/17/20,"West Palm Beach, FL",United States,26.593055,-80.085,LNA,Palm Beach County Park,Non-Fatal,Substantial,Airplane,Cessna,172,1,Unknown,Instructional,0,0,0,2,VMC,Unknown,Preliminary
20200317X33838,Accident,CEN20LA122,3/17/20,"LaCrosse, KS",United States,38.54,-99.46,Unknown,Unknown,Fatal,Destroyed,Airplane,Cessna,208,1,Turbo Prop,Unknown,1,0,0,0,IMC,Unknown,Preliminary
20200318X82914,Accident,ANC20CA034,3/17/20,"Kahului, HI",United States,20.889722,-156.435833,OGG,KAHULUI,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,1,0,VMC,LANDING,Factual
20200317X10410,Accident,WPR20LA110,3/16/20,"Pinedale, WY",United States,42.796944,-109.810556,PNA,Ralph Wenz Field,Non-Fatal,Substantial,Airplane,Piper,PA22,1,Reciprocating,Instructional,0,1,1,0,VMC,APPROACH,Preliminary
20200316X11409,Accident,WPR20LA109,3/14/20,"Scottsdale, AZ",United States,33.622778,-111.910556,SDL,Scottsdale,Non-Fatal,Substantial,Airplane,Raytheon,HAWKER 800XP,2,Turbo Fan,Executive/Corporate,0,0,0,2,VMC,LANDING,Preliminary
20200316X60952,Accident,CEN20LA123,3/14/20,"Lumberton, MS",United States,31.078334,-89.591111,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Personal,0,0,0,3,VMC,CRUISE,Preliminary
20200313X13202,Accident,WPR20FA108,3/13/20,"Sylmar, CA",United States,34.330556,-118.526389,VNY,VAN NUYS,Fatal,Substantial,Airplane,Mooney,M20K,1,Reciprocating,Personal,2,0,0,0,IMC,APPROACH,Preliminary
20200316X10827,Accident,WPR20CA138,3/13/20,"Tucson, AZ",United States,32.142222,-111.174445,RYN,Ryan Field,Non-Fatal,Unknown,Airplane,PIPER,PA 28-180,0,Unknown,Instructional,0,0,0,1,VMC,Unknown,Preliminary
20200313X13621,Accident,ERA20LA126,3/12/20,"Beverly, MA",United States,42.579723,-70.926667,BVY,Beverly Rgnl,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,1,0,VMC,TAKEOFF,Preliminary
20200312X31340,Accident,ERA20CA141,3/12/20,"Ocean City, MD",United States,38.310556,-75.123889,OXB,Ocean City Muni,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Factual
20200311X62702,Accident,ERA20FA124,3/11/20,"Sterling, MA",United States,42.430278,-71.7975,3B3,Sterling,Fatal,Substantial,Airplane,Cessna,177RG,1,Reciprocating,Personal,1,0,0,0,VMC,TAKEOFF,Preliminary
20200311X01045,Accident,CEN20LA118,3/11/20,"Rensselaer, IN",United States,40.948333,-87.178889,RZL,Jasper County,Non-Fatal,Substantial,Airplane,Piper,PA32R,0,Reciprocating,Personal,0,1,0,0,IMC,APPROACH,Preliminary
20200312X82517,Accident,CEN20CA120,3/11/20,"Ankeny, IA",United States,41.695277,-93.568611,IKV,ANKENY RGNL,Non-Fatal,Substantial,Airplane,Aeronca,7AC,0,Unknown,Personal,0,1,0,1,VMC,STANDING,Factual
20200318X51903,Accident,ERA20CA131,3/10/20,"Social Circle, GA",United States,33.685833,-83.648333,Unknown,Unknown,Non-Fatal,Substantial,Airplane,American Legand Aircraft,AL18,1,Reciprocating,Personal,0,0,0,1,VMC,MANEUVERING,Factual
20200312X95752,Accident,ANC20CA032,3/9/20,"Big Lake, AK",United States,61.534722,-149.8125,BGQ,Big Lake,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Factual
20200309X32921,Accident,ERA20LA122,3/8/20,"Destin, FL",United States,30.409167,-86.481389,DTS,Destin Executive,Non-Fatal,Substantial,Airplane,Beech,V35,1,Reciprocating,Personal,0,0,0,2,VMC,APPROACH,Preliminary
20200310X30420,Accident,CEN20CA117,3/8/20,"Eolia, MO",United States,39.212778,-90.917223,MO35,Harvey,Non-Fatal,Substantial,Airplane,PIPER,PA28-180,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20200309X81542,Accident,ERA20LA123,3/7/20,"McIntyre, GA",United States,32.931389,-83.170556,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Mooney,M20C,1,Reciprocating,Personal,0,0,0,1,VMC,Unknown,Preliminary
20200309X82227,Accident,ERA20CA128,3/7/20,"Senoia, GA",United States,33.283334,-84.538889,64GA,Big 'T',Non-Fatal,Substantial,Airplane,Stolp Starduster,ACRODUSTER II SA750,1,Reciprocating,Personal,0,0,1,0,VMC,MANEUVERING,Factual
20200310X94826,Accident,CEN20CA116,3/7/20,"Mack, CO",United States,39.265,-108.950278,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cub Crafters,CC11-160,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200319X45343,Accident,WPR20CA112,3/6/20,"Boulder City, NV",United States,35.947222,-114.864722,BVU,Boulder City,Non-Fatal,Substantial,Airplane,De Havilland,DHC6,2,Turbo Prop,Instructional,0,0,0,2,VMC,LANDING,Factual
20200306X44756,Accident,WPR20CA100,3/6/20,"Twin Falls, ID",United States,42.483334,-114.484722,KTWF,Joslin Field - Magic Valley Re,Non-Fatal,Substantial,Airplane,Piper,PA28R,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20200306X90723,Accident,ERA20FA119,3/6/20,"Boynton Beach, FL",United States,26.555,-80.085833,LNA,Palm Beach County Park,Fatal,Substantial,Airplane,American Aviation,AA 1,1,Reciprocating,Unknown,1,0,0,0,VMC,MANEUVERING,Preliminary
20200307X03728,Accident,CEN20CA115,3/6/20,"New Orleans, LA",United States,29.993333,-90.259167,MSY,LOUIS ARMSTRONG NEW ORLEANS IN,Non-Fatal,Substantial,Airplane,Mooney,M20K,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20200305X52500,Accident,ERA20LA127,3/5/20,"Albemarle, NC",United States,35.416667,-80.150833,VUJ,Stanley County,Non-Fatal,Substantial,Airplane,Piper,PA23,2,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Factual
20200305X82724,Accident,CEN20CA119,3/5/20,"Rhinelander, WI",United States,45.631389,-89.481945,RHI,Rhinelander-Oneida County,Non-Fatal,Substantial,Airplane,Cessna,208,1,Turbo Prop,Unknown,0,1,0,0,IMC,LANDING,Factual
20200308X53043,Accident,ANC20LA028,3/5/20,"Kalapana, HI",United States,19.438611,-155,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Eurocopter,EC130,0,Turbo Shaft,Unknown,0,0,2,4,VMC,LANDING,Preliminary
20200306X90639,Accident,WPR20LA101,3/4/20,"Needles, CA",United States,34.643889,-114.946944,Unknown,Unknown,Non-Fatal,Substantial,Airplane,CESSNA,210,1,Reciprocating,Personal,0,0,1,0,VMC,Unknown,Preliminary
